model_Ba_molL_frac,model_Ca_molL_frac,model_Fe_molL_frac,model_K_molL_frac,model_Li_molL_frac,model_Mg_molL_frac,model_Mn_molL_frac,model_Na_molL_frac,model_Sr_molL_frac,model_Br_molL_frac,model_Cl_molL_frac,model_C_molL_frac,model_SO4_molL_frac,model_B_molL_frac,model_Si_molL_frac,TDS_log10,well_depth_ft,total_ion_molL,total_cations_eq,total_anions_eq,Cluster,ph,Ca_mgL,Mg_mgL,SO4_mgL,Na_mgL,Cl_mgL,K_mgL,Si_mgL
0.0,0.4511278195488722,0.0,0.0075187969924812035,0.0,0.1729323308270677,0.0075187969924812035,0.3609022556390977,0.0,0.0,0.11683848797250858,0.2508591065292096,0.6323024054982818,0.0,0.012953367875647668,3.305398472793607,120.0,0.0386,0.0266,0.0291,0,7.9,240.0,56.0,880.0,220.0,120.0,8.6,31.0
0.0,0.47262247838616717,0.0,0.011527377521613832,0.0,0.12103746397694523,0.005763688760806916,0.38904899135446686,0.0,0.0,0.23976608187134504,0.2222222222222222,0.5380116959064327,0.0,0.012024048096192383,3.3800733132178173,50.0,0.04990000000000001,0.0347,0.0342,0,7.9,330.0,50.0,880.0,310.0,290.0,15.0,37.0
0.0,0.6096256684491979,0.0106951871657754,0.0213903743315508,0.0,0.1818181818181818,0.0,0.1764705882352941,0.0,0.0,0.18974358974358976,0.3076923076923077,0.5025641025641026,0.0,0.01901140684410646,3.137615210985285,191.0,0.026300000000000004,0.0187,0.0195,0,7.2,227.0,41.5,469.0,76.6,133.0,16.0,28.9
0.0,0.06930693069306931,0.0,0.034653465346534656,0.0,0.04950495049504951,0.0,0.8465346534653466,0.0,0.0,0.196969696969697,0.22727272727272727,0.5757575757575758,0.002906976744186046,0.03488372093023255,3.1865878195030115,250.0,0.03440000000000001,0.0202,0.019799999999999998,0,7.8,26.3,11.9,544.0,394.0,139.0,27.6,72.1
0.0,0.37499999999999994,0.0,0.03333333333333333,0.0,0.15833333333333333,0.0,0.4333333333333333,0.0,0.0,0.23076923076923078,0.2624434389140271,0.5067873303167421,0.0,0.011594202898550727,3.204471564549972,23.4,0.034499999999999996,0.024,0.0221,0,7.4,180.0,45.0,540.0,240.0,180.0,30.0,22.0
0.0,0.2727272727272727,0.0,0.011363636363636362,0.0,0.0909090909090909,0.0,0.625,0.0,0.0,0.1921708185053381,0.24555160142348753,0.5622775800711745,0.0,0.009478672985781991,3.2945841530670745,23.0,0.0422,0.0264,0.0281,0,7.2,144.0,30.3,763.0,379.0,191.0,12.2,22.9
0.0,0.4228187919463087,0.0,0.010067114093959731,0.0,0.174496644295302,0.0,0.3926174496644295,0.0,0.0,0.19869706840390883,0.30618892508143325,0.49511400651465803,0.0,0.006772009029345371,3.3302401020126178,16.9,0.044300000000000006,0.0298,0.030699999999999998,0,7.1,254.0,62.6,734.0,270.0,215.0,12.1,20.4
0.0,0.4,0.0,0.00930232558139535,0.0,0.12093023255813953,0.0,0.46976744186046515,0.0,0.0,0.1936936936936937,0.3378378378378379,0.4684684684684685,0.0,0.009036144578313253,3.195414077718442,22.9,0.0332,0.0215,0.022199999999999998,0,7.2,171.0,30.7,495.0,232.0,153.0,6.7,20.7
0.0,0.35000000000000003,0.0,0.010000000000000002,0.0,0.12000000000000001,0.0,0.52,0.0,0.0,0.1409090909090909,0.45000000000000007,0.40909090909090906,0.0,0.015015015015015017,3.2045287870187025,21.5,0.033299999999999996,0.019999999999999997,0.022,0,7.3,140.0,30.0,430.0,240.0,110.0,7.4,33.0
0.0,0.42780748663101603,0.0,0.0106951871657754,0.0,0.1390374331550802,0.0,0.42245989304812837,0.0,0.0,0.24861878453038674,0.29834254143646416,0.45303867403314924,0.0,0.017921146953405017,3.1152876160224623,17.0,0.0279,0.0187,0.018099999999999998,0,7.3,162.0,30.8,397.0,181.0,161.0,7.49,27.1
0.0,0.5147058823529411,0.0,0.014705882352941176,0.0,0.12499999999999999,0.0,0.34558823529411764,0.0,0.0,0.19285714285714287,0.30714285714285716,0.5,0.0,0.005037783375314862,3.2889746649062386,19.9,0.0397,0.027200000000000002,0.028,0,7.0,282.0,40.5,676.0,217.0,190.0,14.3,14.5
0.0,0.48314606741573035,0.0,0.016853932584269662,0.0,0.12359550561797754,0.0,0.3764044943820225,0.0,0.0,0.2032967032967033,0.23626373626373626,0.5604395604395604,0.0,0.011627906976744184,3.105998159706614,22.0,0.025800000000000003,0.0178,0.0182,0,7.2,173.0,27.3,490.0,155.0,133.0,11.3,17.6
0.0,0.3862458784738577,0.0,0.009420631182289212,0.0014130946773433818,0.12246820536975976,0.0,0.48045219029674985,0.0,0.0,0.19111111111111112,0.37333333333333335,0.4355555555555556,0.0,0.014736221632773357,3.2073579787793105,20.0,0.03393,0.021230000000000002,0.0225,0,7.1,163.0,30.9,475.0,235.0,153.0,8.92,29.1
0.0,0.34444444444444444,0.0,0.011111111111111113,0.0,0.16666666666666669,0.0,0.4777777777777778,0.0,0.0,0.2090395480225989,0.3615819209039548,0.4293785310734463,0.0,0.017985611510791366,3.1108600333824867,15.0,0.027800000000000002,0.018,0.0177,0,7.3,125.0,37.0,365.0,198.0,130.0,7.16,28.5
0.0,0.26737967914438504,0.0,0.0213903743315508,0.0,0.10695187165775401,0.0,0.6042780748663101,0.0,0.0,0.16915422885572137,0.4427860696517413,0.3880597014925373,0.0,0.00946372239747634,3.164323406050542,16.9,0.0317,0.0187,0.0201,0,7.5,100.0,24.0,370.0,260.0,120.0,16.0,21.0
0.0,0.4043715846994535,0.0,0.005464480874316939,0.0,0.1420765027322404,0.0,0.448087431693989,0.0,0.0,0.16037735849056603,0.5094339622641509,0.330188679245283,0.0,0.012738853503184716,3.177692356265308,22.9,0.0314,0.018300000000000004,0.0212,0,7.0,148.0,32.7,338.0,189.0,122.0,3.83,26.5
0.0,0.3666666666666667,0.0,0.012499999999999999,0.0,0.11666666666666667,0.0,0.5041666666666667,0.0,0.0,0.23076923076923075,0.2846153846153846,0.48461538461538456,0.0,0.007853403141361254,3.2534222628839498,20.9,0.038200000000000005,0.024,0.026000000000000002,0,7.3,178.0,32.9,605.0,278.0,211.0,11.9,20.6
0.0,0.11003236245954694,0.0,0.003929727230698105,0.0,0.1410078594544614,0.0,0.7450300508552935,0.0,0.0,0.9525393657130184,0.0004435573297848747,0.04701707695719672,0.0,0.0,4.4052661064806475,670.0,0.8186,0.4326,0.45089999999999997,1,8.1,940.0,730.0,1000.0,7300.0,15000.0,64.0,1.0
0.0,0.10362694300518137,0.0,0.007772020725388601,0.0,0.15544041450777205,0.0,0.7331606217616581,0.0,0.0024449877750611243,0.44254278728606355,0.06601466992665037,0.48899755501222486,0.0030816640986132513,0.0030816640986132513,3.4174407185152247,121.5,0.0649,0.038599999999999995,0.040900000000000006,1,7.7,80.0,72.0,960.0,650.0,640.0,12.0,12.0
0.0,0.07833333333333334,0.0,0.0025,0.0008333333333333334,0.08166666666666667,0.0,0.835,0.0016666666666666668,0.0007763975155279504,0.7461180124223603,0.010869565217391304,0.24223602484472048,0.0004470272686633884,0.0004470272686633884,3.8841056132444516,245.0,0.22370000000000004,0.12,0.1288,1,7.6,190.0,120.0,1500.0,2300.0,3400.0,9.8,8.5
0.0,0.11846153846153847,0.0,0.003076923076923077,0.0007692307692307692,0.17076923076923078,0.0,0.7038461538461538,0.003076923076923077,0.0007052186177715092,0.6974612129760225,0.008462623413258109,0.2933709449929478,0.0004306632213608957,0.0004306632213608957,3.9201316414888807,181.0,0.23220000000000005,0.13,0.1418,1,6.8,310.0,270.0,2000.0,2100.0,3500.0,16.0,7.5
0.0,0.14649350649350648,0.0,0.002077922077922078,0.0005194805194805195,0.14233766233766235,0.0,0.7054545454545454,0.0031168831168831164,0.00048402710551790907,0.8112294288480155,0.005324298160697,0.18296224588576962,0.0002837684449489217,0.0005675368898978435,4.076095694191778,300.0,0.3524,0.1925,0.20659999999999998,1,7.5,560.0,330.0,1800.0,3100.0,5900.0,15.0,9.6
0.0,0.3575418994413408,0.0,0.0111731843575419,0.0,0.1675977653631285,0.0,0.46368715083798884,0.0,0.0002731494127287626,0.43157607211144494,0.18574160065555856,0.3824091778202677,0.0,0.02097535395909806,3.09889021746169,89.0,0.028605,0.0179,0.018305000000000002,0,7.7,130.0,36.0,340.0,190.0,280.0,8.9,39.0
0.0,0.35294117647058826,0.0,0.012605042016806723,0.0,0.26890756302521013,0.0,0.36554621848739494,0.0,0.0,0.1700404858299595,0.24696356275303646,0.582995951417004,0.0,0.023054755043227664,3.2377063670579527,65.0,0.0347,0.023799999999999998,0.0247,0,6.8,170.0,77.0,690.0,200.0,150.0,11.0,49.0
0.0,0.10588235294117648,0.0,0.005882352941176471,0.0,0.07058823529411765,0.0,0.8176470588235295,0.0,0.0005777007510109764,0.47371461582900065,0.21374927787406126,0.31195840554592724,0.0032883919763235774,0.006576783952647155,3.067946971209591,154.0,0.030410000000000006,0.016999999999999998,0.01731,1,7.3,35.0,15.0,260.0,320.0,290.0,3.1,11.0
0.0,0.18823529411764706,0.0,0.017647058823529408,0.0,0.28235294117647053,0.0,0.5117647058823529,0.0,0.0,0.3410404624277456,0.47398843930635837,0.18497109826589594,0.0,0.020477815699658702,3.0964670152369314,303.9,0.0293,0.017,0.017300000000000003,0,7.4,65.0,59.0,150.0,200.0,210.0,9.8,38.0
0.0,0.2861685214626391,0.0,0.0047694753577106515,0.0,0.20985691573926868,0.0,0.49920508744038156,0.0,0.0,0.14576802507836992,0.06739811912225706,0.7868338557993731,0.0011574074074074076,0.0034722222222222225,3.6315072444274836,77.0,0.08639999999999999,0.0629,0.0638,0,7.3,360.0,160.0,2400.0,720.0,330.0,11.0,16.0
0.0,0.514792899408284,0.0,0.01183431952662722,0.002958579881656805,0.18343195266272191,0.0,0.2810650887573965,0.00591715976331361,0.0,0.11895161290322581,0.4899193548387097,0.39112903225806456,0.0016077170418006433,0.00482315112540193,3.4940982155947093,2019.0,0.06219999999999999,0.0338,0.0496,0,6.2,350.0,77.0,940.0,220.0,210.0,16.0,21.0
0.0,0.26220614828209765,0.0,0.017179023508137433,0.008137432188065098,0.08137432188065098,0.0,0.6292947558770343,0.0018083182640144665,0.0006934812760055479,0.3127600554785021,0.4840499306518724,0.20249653259362,0.002253267237494367,0.00135196034249662,3.9655828847132493,2783.0,0.2219,0.1106,0.1442,2,6.4,580.0,110.0,1400.0,1600.0,1600.0,75.0,16.0
0.0,0.6960167714884696,0.0041928721174004195,0.006289308176100628,0.0,0.18867924528301885,0.0,0.10062893081761005,0.0041928721174004195,0.0,0.05762081784386617,0.1728624535315985,0.7695167286245352,0.0,0.005016722408026755,3.5510665882975214,2650.0,0.0598,0.0477,0.0538,0,6.5,670.0,110.0,2000.0,110.0,110.0,13.0,16.0
0.0,0.45508982035928147,0.0,0.011976047904191617,0.0,0.11976047904191617,0.0,0.41317365269461076,0.0,0.00021272069772388852,0.15422250584981917,0.4626675175494575,0.38289725590299933,0.0,0.02165752237943979,3.1342741593165364,23.3,0.027704,0.0167,0.018804,0,7.1,152.0,24.9,344.0,158.0,103.0,8.68,35.4
0.0,0.3872832369942197,0.0,0.005780346820809249,0.0,0.1676300578034682,0.0,0.4393063583815029,0.0,0.0,0.30851063829787234,0.07978723404255321,0.6117021276595745,0.0,0.00583657587548638,3.3842254728953236,75.0,0.05140000000000001,0.0346,0.037599999999999995,0,7.6,270.0,71.0,1100.0,350.0,410.0,6.3,21.0
0.0,0.3633916554508748,0.0026917900403768506,0.012113055181695826,0.0026917900403768506,0.1426648721399731,0.0,0.4737550471063257,0.0026917900403768506,0.0,0.07945516458569807,0.16458569807037457,0.7559591373439273,0.0009057971014492754,0.0018115942028985507,3.762991787840759,2650.0,0.1104,0.0743,0.08810000000000001,0,6.4,540.0,130.0,3200.0,810.0,250.0,35.0,15.0
0.0,0.4204545454545455,0.0,0.011363636363636366,0.0,0.07954545454545456,0.0,0.4886363636363637,0.0,0.0,0.13157894736842105,0.4473684210526315,0.4210526315789473,0.0,0.017421602787456445,3.1440975608961277,20.2,0.0287,0.017599999999999998,0.019000000000000003,0,7.2,147.0,16.1,380.0,197.0,88.7,8.53,28.6
0.0,0.6914893617021277,0.0,0.0,0.0,0.17021276595744683,0.0,0.13829787234042554,0.0,0.0,0.653179190751445,0.17341040462427745,0.17341040462427745,0.0,0.011194029850746268,3.046055262353734,275.0,0.0268,0.018799999999999997,0.0173,0,7.4,261.0,40.1,142.0,59.7,400.0,1.51,18.7
0.0,0.572972972972973,0.0,0.005405405405405406,0.0,0.2594594594594595,0.0,0.16216216216216217,0.0,0.0,0.5478723404255319,0.28191489361702127,0.1702127659574468,0.0,0.010600706713780918,3.0785094159776847,300.0,0.028300000000000002,0.0185,0.0188,0,7.1,213.0,57.6,157.0,69.3,365.0,3.68,15.4
0.0,0.6666666666666667,0.010101010101010102,0.005050505050505051,0.0,0.19191919191919193,0.0,0.12626262626262627,0.0,0.0,0.29230769230769227,0.22564102564102562,0.482051282051282,0.0,0.01515151515151515,3.1250448000830304,200.0,0.026400000000000003,0.019799999999999998,0.019500000000000003,0,7.7,263.0,45.9,456.0,57.8,203.0,2.57,22.6
0.0,0.5745856353591161,0.0,0.016574585635359115,0.0,0.18784530386740333,0.0,0.22099447513812157,0.0,0.0,0.03414634146341464,0.41951219512195126,0.5463414634146342,0.0,0.029739776951672868,3.1782310462815886,50.3,0.026899999999999997,0.018099999999999998,0.020499999999999997,0,7.3,210.0,41.0,540.0,92.0,25.0,11.0,47.0
0.0,0.5294117647058824,0.0,0.005882352941176471,0.0,0.3647058823529412,0.0,0.1,0.0,0.0,0.005376344086021505,0.23118279569892472,0.7634408602150538,0.0,0.009478672985781991,3.0992739124120114,790.0,0.0211,0.016999999999999998,0.018600000000000002,0,7.1,180.0,76.0,680.0,40.0,3.8,3.1,9.1
0.0,0.004566210045662101,0.0,0.0022831050228310505,0.0,0.0,0.0,0.9931506849315068,0.0,0.0,0.018867924528301886,0.7547169811320755,0.22641509433962262,0.0,0.00245398773006135,3.539795652996629,1470.0,0.0815,0.0438,0.0424,1,8.6,4.8,0.1,460.0,1000.0,29.0,4.0,14.0
0.0,0.03228962818003914,0.0,0.00391389432485323,0.0004892367906066537,0.018590998043052837,0.0,0.9437377690802348,0.0009784735812133074,0.0,0.8557095078834209,0.04395604395604395,0.10033444816053512,0.00025113008538422905,0.0005022601707684581,4.100232007211185,740.0,0.3982,0.2044,0.2093,1,8.1,130.0,45.0,1000.0,4400.0,6300.0,30.0,12.0
0.0,0.012484394506866416,0.0,0.0024968789013732834,0.0,0.004993757802746567,0.0,0.9800249687890137,0.0,0.0,0.6612149532710281,0.31542056074766356,0.023364485981308414,0.0006086427267194157,0.0012172854534388314,3.748554107005251,715.0,0.1643,0.0801,0.0856,1,8.1,20.0,3.7,100.0,1800.0,2000.0,8.2,10.0
0.0,0.0,0.0,0.005681818181818182,0.0,0.002840909090909091,0.0,0.9914772727272727,0.0,0.0,0.3355795148247978,0.6590296495956873,0.005390835579514825,0.000691085003455425,0.0020732550103662747,3.7438845073231284,620.0,0.14470000000000002,0.0704,0.0742,1,9.1,1.9,1.6,19.0,1600.0,880.0,16.0,20.0
